head,relation,tail,doc_id
adenocarcinoma,co_occurs_with,non-small cell lung cancer,
non-small cell lung cancer,co_occurs_with,tumour,
non-small cell lung cancer,co_occurs_with,squamous cell carcinoma,
radio-,co_occurs_with,squamous cell vs,
adenocarcinoma,co_occurs_with,radio-,
radio-,co_occurs_with,tumour,
radio-,co_occurs_with,squamous cell carcinoma,
adenocarcinoma,co_occurs_with,squamous cell vs,
squamous cell vs,co_occurs_with,tumour,
squamous cell carcinoma,co_occurs_with,squamous cell vs,
adenocarcinoma,co_occurs_with,tumour,
adenocarcinoma,co_occurs_with,squamous cell carcinoma,
squamous cell carcinoma,co_occurs_with,tumour,
orthodontic,co_occurs_with,tooth-size,
depression,co_occurs_with,intrusive ruminative thoughts,
anxiety,co_occurs_with,intrusive ruminative thoughts,
hemodilution,co_occurs_with,obesity,
obesity,co_occurs_with,prostate cancer,
obesity,co_occurs_with,prostate,
hemodilution,co_occurs_with,prostate cancer,
hemodilution,co_occurs_with,prostate,
obstructive sleep apnea,co_occurs_with,osa,
obstructive sleep apnea,co_occurs_with,oxygen,
apnea-hypopnea,co_occurs_with,obstructive sleep apnea,
apnea-hypopnea,co_occurs_with,osa,
apnea-hypopnea,co_occurs_with,oxygen,
ampk,co_occurs_with,melatonin,
melatonin,co_occurs_with,metformin,
aicar,co_occurs_with,melatonin,
ampk,co_occurs_with,metformin,
aicar,co_occurs_with,ampk,
aicar,co_occurs_with,metformin,
cognitive disability,co_occurs_with,seizures,
infarct,co_occurs_with,seizures,
seizure,co_occurs_with,seizures,
cognitive disability,co_occurs_with,infarct,
cognitive disability,co_occurs_with,seizure,
infarct,co_occurs_with,seizure,
hemorrhagic shock,co_occurs_with,trauma,
multiple organ failure,co_occurs_with,trauma,
nosocomial infection,co_occurs_with,trauma,
alcoholism,co_occurs_with,trauma,
liver disease,co_occurs_with,trauma,
hemorrhagic shock,co_occurs_with,multiple organ failure,
hemorrhagic shock,co_occurs_with,nosocomial infection,
alcoholism,co_occurs_with,hemorrhagic shock,
hemorrhagic shock,co_occurs_with,liver disease,
multiple organ failure,co_occurs_with,nosocomial infection,
alcoholism,co_occurs_with,multiple organ failure,
liver disease,co_occurs_with,multiple organ failure,
alcoholism,co_occurs_with,nosocomial infection,
liver disease,co_occurs_with,nosocomial infection,
alcoholism,co_occurs_with,liver disease,
communication behavior,co_occurs_with,terminally ill,
cancer,co_occurs_with,terminally ill,
cancer disease,co_occurs_with,terminally ill,
cancer,co_occurs_with,communication behavior,
cancer disease,co_occurs_with,communication behavior,
cancer,co_occurs_with,cancer disease,
breast cancer,co_occurs_with,tpt,
breast cancer,co_occurs_with,deaths,
deaths,co_occurs_with,tpt,
arterial damage,co_occurs_with,obesity,
obesity,co_occurs_with,vascular dysfunction,
glucose,co_occurs_with,obesity,
low-density,co_occurs_with,obesity,
cholesterol,co_occurs_with,obesity,
arterial damage,co_occurs_with,vascular dysfunction,
arterial damage,co_occurs_with,glucose,
arterial damage,co_occurs_with,low-density,
arterial damage,co_occurs_with,cholesterol,
glucose,co_occurs_with,vascular dysfunction,
low-density,co_occurs_with,vascular dysfunction,
cholesterol,co_occurs_with,vascular dysfunction,
glucose,co_occurs_with,low-density,
cholesterol,co_occurs_with,glucose,
cholesterol,co_occurs_with,low-density,
hypertrophic pyloric stenosis,co_occurs_with,pyloric stenosis,
angiotensin-ii,co_occurs_with,esomeprazol,
headache,co_occurs_with,migraine,
migraine,co_occurs_with,pain,
low back pain,co_occurs_with,migraine,
hg increase,co_occurs_with,migraine,
headache,co_occurs_with,hg increase,
hg increase,co_occurs_with,pain,
hg increase,co_occurs_with,low back pain,
hospital-acquired infections,co_occurs_with,injuries,
hospital-acquired infections,co_occurs_with,sports-related injuries,
injuries,co_occurs_with,sports-related injuries,
pan,co_occurs_with,polyarteritis nodosa,
polyarteritis nodosa,co_occurs_with,vasculitis,
glucocorticoids,co_occurs_with,polyarteritis nodosa,
cyclophosphamide,co_occurs_with,polyarteritis nodosa,
pain,co_occurs_with,polyarteritis nodosa,
hypertension,co_occurs_with,polyarteritis nodosa,
fever,co_occurs_with,polyarteritis nodosa,
hematuria,co_occurs_with,polyarteritis nodosa,
acute renal failure,co_occurs_with,polyarteritis nodosa,
polyarteritis nodosa,co_occurs_with,renal infarction,
embolism,co_occurs_with,polyarteritis nodosa,
drug abuse,co_occurs_with,polyarteritis nodosa,
cardiac arrhythmias,co_occurs_with,polyarteritis nodosa,
polyarteritis nodosa,co_occurs_with,thrombophilia,
pan,co_occurs_with,vasculitis,
glucocorticoids,co_occurs_with,pan,
cyclophosphamide,co_occurs_with,pan,
pain,co_occurs_with,pan,
hypertension,co_occurs_with,pan,
fever,co_occurs_with,pan,
hematuria,co_occurs_with,pan,
acute renal failure,co_occurs_with,pan,
pan,co_occurs_with,renal infarction,
embolism,co_occurs_with,pan,
drug abuse,co_occurs_with,pan,
cardiac arrhythmias,co_occurs_with,pan,
pan,co_occurs_with,thrombophilia,
glucocorticoids,co_occurs_with,vasculitis,
cyclophosphamide,co_occurs_with,vasculitis,
pain,co_occurs_with,vasculitis,
hypertension,co_occurs_with,vasculitis,
fever,co_occurs_with,vasculitis,
hematuria,co_occurs_with,vasculitis,
acute renal failure,co_occurs_with,vasculitis,
renal infarction,co_occurs_with,vasculitis,
embolism,co_occurs_with,vasculitis,
drug abuse,co_occurs_with,vasculitis,
cardiac arrhythmias,co_occurs_with,vasculitis,
thrombophilia,co_occurs_with,vasculitis,
cyclophosphamide,co_occurs_with,glucocorticoids,
glucocorticoids,co_occurs_with,pain,
glucocorticoids,co_occurs_with,hypertension,
fever,co_occurs_with,glucocorticoids,
glucocorticoids,co_occurs_with,hematuria,
acute renal failure,co_occurs_with,glucocorticoids,
glucocorticoids,co_occurs_with,renal infarction,
embolism,co_occurs_with,glucocorticoids,
drug abuse,co_occurs_with,glucocorticoids,
cardiac arrhythmias,co_occurs_with,glucocorticoids,
glucocorticoids,co_occurs_with,thrombophilia,
cyclophosphamide,co_occurs_with,pain,
cyclophosphamide,co_occurs_with,hypertension,
cyclophosphamide,co_occurs_with,fever,
cyclophosphamide,co_occurs_with,hematuria,
acute renal failure,co_occurs_with,cyclophosphamide,
cyclophosphamide,co_occurs_with,renal infarction,
cyclophosphamide,co_occurs_with,embolism,
cyclophosphamide,co_occurs_with,drug abuse,
cardiac arrhythmias,co_occurs_with,cyclophosphamide,
cyclophosphamide,co_occurs_with,thrombophilia,
hypertension,co_occurs_with,pain,
hematuria,co_occurs_with,pain,
acute renal failure,co_occurs_with,pain,
pain,co_occurs_with,renal infarction,
embolism,co_occurs_with,pain,
drug abuse,co_occurs_with,pain,
cardiac arrhythmias,co_occurs_with,pain,
pain,co_occurs_with,thrombophilia,
fever,co_occurs_with,hypertension,
hematuria,co_occurs_with,hypertension,
acute renal failure,co_occurs_with,hypertension,
hypertension,co_occurs_with,renal infarction,
embolism,co_occurs_with,hypertension,
drug abuse,co_occurs_with,hypertension,
cardiac arrhythmias,co_occurs_with,hypertension,
hypertension,co_occurs_with,thrombophilia,
fever,co_occurs_with,hematuria,
acute renal failure,co_occurs_with,fever,
fever,co_occurs_with,renal infarction,
embolism,co_occurs_with,fever,
drug abuse,co_occurs_with,fever,
cardiac arrhythmias,co_occurs_with,fever,
fever,co_occurs_with,thrombophilia,
acute renal failure,co_occurs_with,hematuria,
hematuria,co_occurs_with,renal infarction,
embolism,co_occurs_with,hematuria,
drug abuse,co_occurs_with,hematuria,
cardiac arrhythmias,co_occurs_with,hematuria,
hematuria,co_occurs_with,thrombophilia,
acute renal failure,co_occurs_with,renal infarction,
acute renal failure,co_occurs_with,embolism,
acute renal failure,co_occurs_with,drug abuse,
acute renal failure,co_occurs_with,cardiac arrhythmias,
acute renal failure,co_occurs_with,thrombophilia,
embolism,co_occurs_with,renal infarction,
drug abuse,co_occurs_with,renal infarction,
cardiac arrhythmias,co_occurs_with,renal infarction,
renal infarction,co_occurs_with,thrombophilia,
drug abuse,co_occurs_with,embolism,
cardiac arrhythmias,co_occurs_with,embolism,
embolism,co_occurs_with,thrombophilia,
cardiac arrhythmias,co_occurs_with,drug abuse,
drug abuse,co_occurs_with,thrombophilia,
cardiac arrhythmias,co_occurs_with,thrombophilia,
autoimmunity,co_occurs_with,celiac disease,
celiac disease,co_occurs_with,gfd,
celiac disease,co_occurs_with,osteoporosis,
autoimmunity,co_occurs_with,gfd,
autoimmunity,co_occurs_with,osteoporosis,
gfd,co_occurs_with,osteoporosis,
copd,co_occurs_with,smoking,
airflow obstruction,co_occurs_with,copd,
airways obstruction,co_occurs_with,copd,
copd,co_occurs_with,cough,
copd,co_occurs_with,dyspnea,
copd,co_occurs_with,wheeze,
airflow obstruction,co_occurs_with,smoking,
airways obstruction,co_occurs_with,smoking,
cough,co_occurs_with,smoking,
dyspnea,co_occurs_with,smoking,
smoking,co_occurs_with,wheeze,
airflow obstruction,co_occurs_with,airways obstruction,
airflow obstruction,co_occurs_with,cough,
airflow obstruction,co_occurs_with,dyspnea,
airflow obstruction,co_occurs_with,wheeze,
airways obstruction,co_occurs_with,cough,
airways obstruction,co_occurs_with,dyspnea,
airways obstruction,co_occurs_with,wheeze,
cough,co_occurs_with,dyspnea,
cough,co_occurs_with,wheeze,
dyspnea,co_occurs_with,wheeze,
allergic,co_occurs_with,allergy,
cpt,co_occurs_with,posttraumatic stress disorder,
cpt,co_occurs_with,ptsd,
posttraumatic stress disorder,co_occurs_with,ptsd,
ads,co_occurs_with,mrs,
ads,co_occurs_with,cardiovascular diseases,
cardiovascular diseases,co_occurs_with,mrs,
hepatorenal syndrome,co_occurs_with,hrs,
functional renal failure,co_occurs_with,hepatorenal syndrome,
cirrhosis,co_occurs_with,hepatorenal syndrome,
fulminant hepatic failure,co_occurs_with,hepatorenal syndrome,
ascites,co_occurs_with,hepatorenal syndrome,
hepatorenal syndrome,co_occurs_with,midodrine,
hepatorenal syndrome,co_occurs_with,octreotide,
end-stage liver disease,co_occurs_with,hepatorenal syndrome,
esld,co_occurs_with,hepatorenal syndrome,
cardiac cirrhosis,co_occurs_with,hepatorenal syndrome,
hepatitis c,co_occurs_with,hepatorenal syndrome,
alcohol,co_occurs_with,hepatorenal syndrome,
hepatorenal syndrome,co_occurs_with,neoplasia,
alcoholic liver disease,co_occurs_with,hepatorenal syndrome,
creatinine,co_occurs_with,hepatorenal syndrome,
hepatorenal syndrome,co_occurs_with,sodium,
hepatorenal syndrome,co_occurs_with,vasopressors,
hepatorenal syndrome,co_occurs_with,renal disease,
functional renal failure,co_occurs_with,hrs,
cirrhosis,co_occurs_with,hrs,
fulminant hepatic failure,co_occurs_with,hrs,
ascites,co_occurs_with,hrs,
hrs,co_occurs_with,midodrine,
hrs,co_occurs_with,octreotide,
end-stage liver disease,co_occurs_with,hrs,
esld,co_occurs_with,hrs,
cardiac cirrhosis,co_occurs_with,hrs,
hepatitis c,co_occurs_with,hrs,
alcohol,co_occurs_with,hrs,
hrs,co_occurs_with,neoplasia,
alcoholic liver disease,co_occurs_with,hrs,
creatinine,co_occurs_with,hrs,
hrs,co_occurs_with,sodium,
hrs,co_occurs_with,vasopressors,
hrs,co_occurs_with,renal disease,
cirrhosis,co_occurs_with,functional renal failure,
fulminant hepatic failure,co_occurs_with,functional renal failure,
ascites,co_occurs_with,functional renal failure,
functional renal failure,co_occurs_with,midodrine,
functional renal failure,co_occurs_with,octreotide,
end-stage liver disease,co_occurs_with,functional renal failure,
esld,co_occurs_with,functional renal failure,
cardiac cirrhosis,co_occurs_with,functional renal failure,
functional renal failure,co_occurs_with,hepatitis c,
alcohol,co_occurs_with,functional renal failure,
functional renal failure,co_occurs_with,neoplasia,
alcoholic liver disease,co_occurs_with,functional renal failure,
creatinine,co_occurs_with,functional renal failure,
functional renal failure,co_occurs_with,sodium,
functional renal failure,co_occurs_with,vasopressors,
functional renal failure,co_occurs_with,renal disease,
cirrhosis,co_occurs_with,fulminant hepatic failure,
ascites,co_occurs_with,cirrhosis,
cirrhosis,co_occurs_with,midodrine,
cirrhosis,co_occurs_with,octreotide,
cirrhosis,co_occurs_with,end-stage liver disease,
cirrhosis,co_occurs_with,esld,
cardiac cirrhosis,co_occurs_with,cirrhosis,
cirrhosis,co_occurs_with,hepatitis c,
alcohol,co_occurs_with,cirrhosis,
cirrhosis,co_occurs_with,neoplasia,
alcoholic liver disease,co_occurs_with,cirrhosis,
cirrhosis,co_occurs_with,creatinine,
cirrhosis,co_occurs_with,sodium,
cirrhosis,co_occurs_with,vasopressors,
cirrhosis,co_occurs_with,renal disease,
ascites,co_occurs_with,fulminant hepatic failure,
fulminant hepatic failure,co_occurs_with,midodrine,
fulminant hepatic failure,co_occurs_with,octreotide,
end-stage liver disease,co_occurs_with,fulminant hepatic failure,
esld,co_occurs_with,fulminant hepatic failure,
cardiac cirrhosis,co_occurs_with,fulminant hepatic failure,
fulminant hepatic failure,co_occurs_with,hepatitis c,
alcohol,co_occurs_with,fulminant hepatic failure,
fulminant hepatic failure,co_occurs_with,neoplasia,
alcoholic liver disease,co_occurs_with,fulminant hepatic failure,
creatinine,co_occurs_with,fulminant hepatic failure,
fulminant hepatic failure,co_occurs_with,sodium,
fulminant hepatic failure,co_occurs_with,vasopressors,
fulminant hepatic failure,co_occurs_with,renal disease,
ascites,co_occurs_with,midodrine,
ascites,co_occurs_with,octreotide,
ascites,co_occurs_with,end-stage liver disease,
ascites,co_occurs_with,esld,
ascites,co_occurs_with,cardiac cirrhosis,
ascites,co_occurs_with,hepatitis c,
alcohol,co_occurs_with,ascites,
ascites,co_occurs_with,neoplasia,
alcoholic liver disease,co_occurs_with,ascites,
ascites,co_occurs_with,creatinine,
ascites,co_occurs_with,sodium,
ascites,co_occurs_with,vasopressors,
ascites,co_occurs_with,renal disease,
midodrine,co_occurs_with,octreotide,
end-stage liver disease,co_occurs_with,midodrine,
esld,co_occurs_with,midodrine,
cardiac cirrhosis,co_occurs_with,midodrine,
hepatitis c,co_occurs_with,midodrine,
alcohol,co_occurs_with,midodrine,
midodrine,co_occurs_with,neoplasia,
alcoholic liver disease,co_occurs_with,midodrine,
creatinine,co_occurs_with,midodrine,
midodrine,co_occurs_with,sodium,
midodrine,co_occurs_with,vasopressors,
midodrine,co_occurs_with,renal disease,
end-stage liver disease,co_occurs_with,octreotide,
esld,co_occurs_with,octreotide,
cardiac cirrhosis,co_occurs_with,octreotide,
hepatitis c,co_occurs_with,octreotide,
alcohol,co_occurs_with,octreotide,
neoplasia,co_occurs_with,octreotide,
alcoholic liver disease,co_occurs_with,octreotide,
creatinine,co_occurs_with,octreotide,
octreotide,co_occurs_with,sodium,
octreotide,co_occurs_with,vasopressors,
octreotide,co_occurs_with,renal disease,
end-stage liver disease,co_occurs_with,esld,
cardiac cirrhosis,co_occurs_with,end-stage liver disease,
end-stage liver disease,co_occurs_with,hepatitis c,
alcohol,co_occurs_with,end-stage liver disease,
end-stage liver disease,co_occurs_with,neoplasia,
alcoholic liver disease,co_occurs_with,end-stage liver disease,
creatinine,co_occurs_with,end-stage liver disease,
end-stage liver disease,co_occurs_with,sodium,
end-stage liver disease,co_occurs_with,vasopressors,
end-stage liver disease,co_occurs_with,renal disease,
cardiac cirrhosis,co_occurs_with,esld,
esld,co_occurs_with,hepatitis c,
alcohol,co_occurs_with,esld,
esld,co_occurs_with,neoplasia,
alcoholic liver disease,co_occurs_with,esld,
creatinine,co_occurs_with,esld,
esld,co_occurs_with,sodium,
esld,co_occurs_with,vasopressors,
esld,co_occurs_with,renal disease,
cardiac cirrhosis,co_occurs_with,hepatitis c,
alcohol,co_occurs_with,cardiac cirrhosis,
cardiac cirrhosis,co_occurs_with,neoplasia,
alcoholic liver disease,co_occurs_with,cardiac cirrhosis,
